"Lieferadresse_ID_Nr";"Lieferadresse_Name";"Lieferadresse_Strasse";"Lieferadresse_Hausnummer";"Lieferadresse_Land";"Lieferadresse_PLZ";"Lieferadresse_Ort";"Lieferadresse_Telefon";"Lieferadresse_Telefax"
"I00002379";"PSP Energietechnik GmbH";"Untere Schulstrasse";"1";"CH";"8370";"Busswil";"071 923 06 31";"071 923 06 32"
"I00002380";"Meissner Sanitärtechnik AG";"Büelrainstrasse";"3";"CH";"8400";"Winterthur";"052 202 28 71";""
"I00002381";"Hans Müller + Co. AG";"Vonmattstrasse";"42";"CH";"6003";"Luzern";"+41 240 55 55";"+41 240 53 35"
"I00002382";"Morerod SA";"Av. du Petit-Lancy";"28";"CH";"1213";"Petit-Lancy";"022 793 12 28";"022 793 94 42"
"I00002383";"Buechler AG";"";"";"CH";"";"Luetisburg";"";""
"I00002384";"Vizi Sanitär + Küchenbau";"Schneckelerstrasse";"1";"CH";"4415";"Füllinsdorf";"061/903 03 20";""
"I00002385";"Wallimann Haustechnik";"Grabenackerstrasse";"19";"CH";"4702";"Oensingen";"+49 623961017";""
"I00002386";"Peter Schmelcher";"Zollrain";"5";"CH";"4310";"Rheinfelden";"+49618611613";""
"I00002387";"Gebr. Sutter";"Hauptstrasse";"48";"CH";"5314";"Kleindöttingen";"056 245 17 59";"056 245 56 86"
"I00002388";"Atel Impianti";"Via Cantonale";"20";"CH";"6942";"Savosa";"091 960 39 39";""
"I00002389";"Nägeli Urs";"Egelbachstrasse";"1";"CH";"8274";"Tägerwilen";"071 669 12 53";"071 669 24 42"
"I00002390";"Terrasi Sanitär";"Bergstrasse";"4";"CH";"8712";"Stäfa";"044 926 11 35";"044 926 44 19"
"I00002391";"Sani-Therm";"Weiacherstrasse";"";"CH";"8422";"Pfungen";"052 301 22 22";"052 301 39 10"
"I00002392";"Hans Zulauf";"Annerstrasse";"18";"CH";"5200";"Brugg";"056 441 12 16";"056 442 41 91"
"I00002393";"Bützberger";"Hauptstrasse";"51";"CH";"4414";"Füllinsdorf";"";""
"I00002394";"Peter Buff + Partner R.J GmbH";"Glattwiesenstrasse";"20";"CH";"8051";"Zürich";"043 321 32 13";"043 321 50 11"
"I00002395";"Senn Kurt AG";"Thalgutstrasse";"31";"CH";"3114";"Wichtrach";"031 781 16 35";"031 781 09 49"
"I00002396";"Marc Meyer Haustechnik";"Feldweg";"2";"CH";"6315";"Oberägeri";"041/750 16 29";""
"I00002397";"Küffer Haustechnik";"Weidweg";"6";"CH";"3272";"Epsach";"032 397 20 53";"032 397 21 53"
"I00002398";"Lieberherr AG";"Bruderholzstrasse";"40a";"CH";"4058";"Basel";"061 363 01 40";"061 363 01 41"
"I00002399";"Josef Grünenfelder";"Hofwiesenstrasse";"35";"CH";"8546";"Kefikon";"052 375 10 89";""
"I00002400";"Karl Nussberger";"Eichbergweg";"5";"CH";"5703";"Seon";"062 775 13 68";""
"I00002401";"Flück Willi AG";"Langacker";"2";"CH";"9553";"Bettwiesen";"071 911 27 04";"071 911 98 72"
"I00002402";"Heitec";"";"";"CH";"";"Schmitten FR";"";""
"I00002403";"Ranzoni J.-Cl. & Fils";"Rue des Noirettes";"32";"CH";"1227";"Carouge";"022 342 19 97";"022 300 21 82"
"I00002404";"Carrard et Grognuz Sarl";"Ch. des Essinges";"8";"CH";"1041";"Poliez-Pittet";"021 881 55 38";"021 881 62 19"
"I00002405";"Rolf Mory";"Benedikt Bangastrasse";"12";"CH";"4142";"Münchenstein";"061 411 11 58";""
"I00002406";"Konrad Keller";"Unterdorfstrasse";"22a";"CH";"9507";"Stettfurt";"052 376 17 83";"052 376 34 42"
"I00002407";"Wittwer Haustechnik GmbH";"Allmendstrasse";"50";"CH";"5300";"Turgi";"056/223 26 93";""
"I00002408";"Kurt Waelti";"";"";"CH";"";"Thalwil";"";""
"I00002409";"Juillard Sàrl";"Rue de Cossonay";"9";"CH";"1023";"Crissier";"021 634 10 33";"021 634 10 01"
"I00002410";"Jürg Christen";"Unterdorfstrasse";"27";"CH";"3427";"Utzenstorf";"032 665 21 45";"032 665 21 36"
"I00002411";"Oliver Burri";"Wylerringstrasse";"43";"CH";"3014";"Bern";"76 3384316";""
"I00002412";"Giovanni Quadri SA";"";"";"CH";"6814";"Cadempino";"091 961 60 80";"091 961 60 99"
"I00002413";"Caporale Antonio Sagl";"Via Cantonale";"";"CH";"6575";"S. Nazzaro";"091 795 23 60";"091 795 27 37"
"I00002414";"Fredi Furter";"Lachenstrasse";"6";"CH";"8184";"Bachenbülach";"044/860 63 39";""
"I00002415";"Del Moro Sarl";"ch. de L'Arzillier";"1";"CH";"1040";"Echallens";"021/881 33 63";""
"I00002416";"Voutat SA";"ch. du Vernay";"";"CH";"1196";"Gland";"022/999 99 30";""
"I00002417";"Sani 24h";"Konstanz";"11";"CH";"6023";"Rothenburg";"041 340 07 26";""
"I00002418";"Sollberger Sanitaires";"Av. Blanc";"8";"CH";"1202";"Genève";"022 731 48 73";"022 732 30 35"
"I00002419";"Von Rotz AG";"";"";"CH";"";"Zuerich";"";""
"I00002420";"Dupont N.V.";"Kortrijkstraat";"248";"BE";"8930";"Menen";"";""
"I00002421";"Di Bella GmbH";"Brandstrasse";"20";"CH";"8308";"Illnau";"052 347 24 59";""
"I00002422";"Portmann Sanitär GmbH";"Oberdierikonerstrasse";"16";"CH";"6030";"Ebikon";"041 440 68 80";"041 440 68 79"
"I00002423";"Buchmüller GmbH";"Fabrikstrasse";"4";"CH";"9220";"Bischofszell";"071 422 42 59";"071 422 54 65"
"I00002424";"Thomas Lüthi";"";"";"CH";"";"Niederönz";"";""
"I00002425";"Calce A.+C.";"";"";"CH";"";"Interlaken";"";""
"I00002426";"Jost Renggli AG";"Bahnhofstrasse";"29";"CH";"6110";"Wolhusen";"041/490 02 02";""
"I00002427";"Ganija AG";"Scheideggstrasse";"30";"CH";"8404";"Winterthur";"052 222 40 50";"052 222 54 25"
"I00002428";"Marc Luisier Sàrl";"Rue des Fermes";"31";"CH";"3966";"Réchy";"027 458 23 72";"027 458 48 44"
"I00002429";"Vollrath AG";"Fliederstrasse";"3";"CH";"8152";"Glattbrugg";"448106352";"448109240"
"I00002430";"Küwa-Sanitär";"Hauptstrasse";"22";"CH";"8259";"Wagenhausen";"052 741 25 76";"052 741 25 69"
"I00002431";"Andre Mäder";"";"";"CH";"";"Wolfwil";"";""
"I00002432";"Hildenbrand & Cie SA";"rue de St.Nicolas";"10";"CH";"2000";"Neuchatel";"032/729 96 96";""
"I00002433";"Ulrich Graf";"Ey";"";"CH";"3822";"Lauterbrunnen";"033 855 21 60";"033 855 41 78"
"I00002434";"Zülle & Partner GMBH";"";"";"CH";"";"Münchwilen";"";""
"I00002435";"Margrit Liechti";"";"";"CH";"";"Bern";"";""
"I00002436";"Hansjörg Schnider";"";"";"CH";"";"Flumenthal";"";""
"I00002437";"Digilight";"";"";"CH";"";"Kehrsatz";"";""
"I00002438";"Parolini SA";"";"";"CH";"6563";"Mesocco";"";""
"I00002439";"Walter Fässler";"Bachstrasse";"8";"CH";"9243";"Jonschwil";"071 923 17 22";""
"I00002440";"Arge Joller&Bissig AG";"";"";"CH";"";"Stans";"";""
"I00002441";"BZS Heizung-Sanitär AG";"Simmentalstrasse";"28";"CH";"3700";"Spiez";"033 654 62 84";"033 654 62 60"
"I00002442";"Hans Pulver AG";"Wehntalerstrasse";"16";"CH";"8105";"Watt";"448406846";"448403565"
"I00002443";"Vedovati Sanitär";"Soodring";"21";"CH";"8134";"Adliswil";"447102151";""
"I00002444";"Sanitär Egger AG";"Kradolfstrasse";"82";"CH";"8583";"Sulgen";"071 642 16 04";"071 642 16 13"
"I00002445";"Gross Installationen GmbH";"Kirchstrasse";"14";"CH";"8564";"Wäldi";"071 657 22 18";"071 657 22 19"
"I00002446";"Arge HT Sandeilas";"";"";"CH";"";"Chur";"";""
"I00002447";"H. Müller + Partner AG";"Wilerstrasse";"1";"CH";"9545";"Wängi";"523781792";"523782732"
"I00002448";"Kurt Mühlemann";"Fuhren";"438F";"CH";"3822";"Lauterbrunnen";"033 855 12 73";"033 855 10 80"
"I00002449";"P Schmelcher";"";"";"CH";"";"Rheinfelden";"";""
"I00002450";"König Haustechnik";"Freiburgstrasse";"435";"CH";"3018";"Bern";"031 991 45 55";"031 991 82 72"
"I00002451";"Bütler Aron GmbH";"Brunnmattstrasse";"20";"CH";"5614";"Sarmenstorf";"056 667 08 53";"056 667 08 63"
"I00002452";"Sanitär Fuchs";"Schwägalpstrasse";"49";"CH";"9107";"Urnäsch";"071 364 15 70";"071 364 26 70"
"I00002453";"Armin Rütsche";"Feldheimstrasse";"6";"CH";"9602";"Bazenheid";"071 931 47 17";""
"I00002454";"Kreienbühl + Partner GmbH";"Seefeldstrasse";"3";"CH";"6048";"Horw";"041 340 43 61";"041 340 67 48"
"I00002455";"Newroc AG";"Neumatt";"10";"CH";"4242";"Laufen";"061/765 98 00";"061/765 98 10"
"I00002456";"Hebeisen HP";"Rigacher";"5";"CH";"8315";"Lindau";"052 345 19 49";"052 345 14 11"
"I00002457";"Uldry & Cie SA";"Route du Village";"36";"CH";"1807";"Blonay";"021 943 23 38";"021 943 46 38"
"I00002458";"Willi Biser";"Bernstrasse";"2";"CH";"3506";"Grosshöchstetten";"031 711 29 29";"031 711 29 04"
"I00002459";"Ibach & Co";"St. Johanns-Ring";"130";"CH";"4056";"Basel";"061 321 92 92";"061 321 96 95"
"I00002460";"Ulrich Bilang";"Asterweg";"14";"CH";"3661";"Uetendorf";"+41 33/3455404";"+41 33/3451140"
"I00002461";"Philippe Pfortner";"ruelle des Galeries";"3";"CH";"1248";"Hermance";"022/751 10 12";""
"I00002462";"Guler AG Haustechnik";"Winkelstrasse";"2a";"CH";"7250";"Klosters";"081 422 11 70";"081 422 40 74"
"I00002463";"Heinz Waelti";"Gartenweg";"2";"CH";"8135";"Langnau am Albis";"044/713 03 04";"044/713 03 07"
"I00002464";"Riedi + Co. AG";"Geerenweg";"2";"CH";"8048";"Zürich";"044/431 75 21";""
"I00002465";"HSH Installationst. AG";"";"";"CH";"";"Buchs SG";"";""
"I00002466";"Wick Thomas GmbH";"Im Buech";"6a";"CH";"9247";"Henau";"071 951 88 22";"071 951 88 23"
"I00002467";"Hächler AG, Bauunternehmen";"Tägerhardstrasse";"118";"CH";"5430";"Wettingen";"";""
"I00002468";"Ch. Biavati AG";"Stotzstrasse";"62";"CH";"8041";"Zürich";"044/482 79 13";""
"I00002469";"SADA AG";"Widenholzstrasse";"1";"CH";"8304";"Wallisellen";"";""
"I00002470";"Schneider Haustechnik";"Glattalstrasse";"18";"CH";"8052";"Zürich";"044 301 22 20";"044 301 27 15"
"I00002471";"Rico Jenny";"Malanserstrasse";"23c";"CH";"7307";"Jenins";"+41 81 3024152";""
"I00002472";"Josef Roth";"Widenmatt";"7";"CH";"6102";"Malters";"041 497 20 02";""
"I00002473";"TEWE AG";"";"";"CH";"";"Zuerich";"";""
"I00002474";"Giovanni SUMA";"";"";"CH";"";"Aarburg";"";""
"I00002475";"Sapora";"";"";"CH";"";"Niedergösgen";"";""
"I00002476";"Beat Rychener";"Allemendstrasse";"92";"CH";"3661";"Uetendorf";"033/345 38 33";""
"I00002477";"Hans Dick";"Römerweg";"9";"CH";"3283";"Kallnach";"032/392 40 35";""
"I00002478";"Gasser Heizung-Sanitär AG";"Muotastrasse";"24";"CH";"6438";"Ibach";"041 818 50 80";"041 818 50 85"
"I00002479";"Urs Fruehauf";"Südstrasse";"16";"CH";"8610";"Uster";"044 941 38 91";""
"I00002480";"Beat+Ruedi Eugster GMBH";"";"";"CH";"";"Schachen";"";""
"I00002481";"Conrad Haustechnik AG";"Segantinistrasse";"50";"CH";"7000";"Chur";"081 284 12 44";"081 284 79 90"
"I00002482";"Heierli Partner";"Im Huebenwiesen";"9";"CH";"8600";"Dübendorf";"";""
"I00002483";"Hummel & Meyer AG";"Langenhagstrasse";"1";"CH";"4147";"Aesch";"061 756 96 96";"061 756 96 80"
"I00002484";"Paul Kappeler";"Bernstrasse";"69";"CH";"3125";"Toffen";"031 819 32 20";""
"I00002485";"Wicki Haustechnik GmbH";"Dorfstrasse";"8";"CH";"6173";"Fluehli";"041 488 12 34";"041 488 24 94"
"I00002486";"Ammann & Gasser";"Dorfstrasse";"6";"CH";"8505";"Dettighofen";"052 765 11 38";""
"I00002487";"Walter Suter AG";"Hardstrasse";"10";"CH";"5600";"Lenzburg";"062 891 26 34";""
"I00002488";"Forster Haustechnik AG";"Auer Strasse";"37";"CH";"9442";"Berneck";"071 744 00 75";"071 744 00 64"
"I00002489";"Sanitherm San.Heizung";"Werdstrasse";"5";"CH";"8134";"Adliswil";"043 535 97 17";"043 537 99 17"
"I00002490";"Kieffer AG";"Birkenweg";"23";"CH";"5303";"Würenlingen";"056 281 29 70";"056 281 29 79"
"I00002491";"Kurt Abt AG";"Zürcherstrasse";"106a";"CH";"5432";"Neuenhof";"056 406 15 77";"056 406 22 38"
"I00002492";"Eilers Thomas";"Föhrenweg";"17";"DE";"48465";"Schüttorf";"5923990197";"59236549"
"I00002493";"Hildenbrand A. & Cie";"rte de Soleure";"10";"CH";"2072";"St-Blaise";"";""
"I00002494";"CM Netlog B.V.";"Bruningweg";"2";"NL";"6827";"BM Arnhem";"";""
"I00002495";"ARGE Mathis/Vetsch";"";"";"CH";"";"Küblis";"";""
"I00002496";"Doerfler AG";"Hubstrasse";"30";"CH";"8942";"Oberrieden";"043 443 52 00";"043 443 52 01"
"I00002497";"Rubag Heizung-Sanitär AG";"Oberdorfstrasse";"44";"CH";"5305";"Unterendingen";"056 242 11 70";"056 242 17 71"
"I00002498";"Aeschi Haustechnik";"Seidenweg";"2";"CH";"4242";"Laufen";"061 761 63 43";"061 761 63 44"
"I00002499";"Fischer Haustechnik";"Rothenburgerstrasse";"48";"DE";"91522";"Ansbach";"";""
"I00002500";"Dominik Lingg AG";"Schützenmattstrasse";"39a";"CH";"4051";"Basel";"612051500";""
"I00002501";"Gassmann Haustechnik AG";"Am Waldbort";"";"CH";"3823";"Wengen";"033 855 14 54";"033 855 44 54"
"I00002502";"Burgener SAB";"Alustrasse";"";"CH";"3940";"Steg";"027 932 40 05";""
"I00002503";"Tritten S.&C.";"";"";"CH";"";"Rubigen";"";""
"I00002504";"Botta + Co. SA";"via Casa del Frate";"34";"CH";"6616";"Losone";"091 791 09 10";""
"I00002505";"Hauri AG Staffelbach";"Birkenweg";"315";"CH";"5053";"Staffelbach";"62 739 16 20";""
"I00002506";"Atel Gebäudetechnik AG";"Sonnenplatz";"6";"CH";"6020";"Emmenbrücke";"041 269 45 50";"041 269 45 56"
"I00002507";"Bruno Graf";"Wegmattstrasse";"39";"CH";"6048";"Horw";"413408888";""
"I00002508";"Jan Weisskopf AG";"Wiesenstrasse";"34";"CH";"5412";"Gebenstorf";"";""
"I00002509";"Vogel+Zuber";"rue d'Anniviers";"3";"CH";"3965";"Chippis";"274555281";""
"I00002510";"Sanitaer Sprenger + Co.";"Brandschenkesteig";"10";"CH";"8002";"Zürich";"044 201 07 87";"044 201 17 05"
"I00002511";"Peter Geeser AG";"Sanitär Installateur";"";"CH";"7482";"Bergün";"814071151";""
"I00002512";"Kunz Meinrad AG";"Tobelmühlestrasse";"7";"CH";"7270";"Davos-Platz";"814106565";""
"I00002513";"Gregor Pfister";"alte Oltnerstrasse";"23";"CH";"4652";"Winznau";"622950048";""
"I00002514";"Richter+Frenzel Nordhorn";"Alfred Mozerstrasse";"9";"CH";"DE-48527";"Northorn";"";""
"I00002515";"Markus Butz";"Rietbergstrasse";"15";"CH";"9403";"Goldach";"071 841 72 90";""
"I00002516";"Johann Salchinger AG";"Bühlen";"1009";"CH";"9410";"Heiden";"071 891 45 22";"071 891 45 92"
"I00002517";"Widmer Bad-Service";"Thurstrasse";"2";"CH";"9615";"Dietfurt";"71 9827060";"71 9827061"
"I00002518";"Schällibaum Sanitär AG";"Gellerstrasse";"28";"CH";"8222";"Beringen";"";""
"I00002519";"Daniel Vetterli";"Steckbornstrasse";"11";"CH";"8505";"Pfyn";"";""
"I00002520";"Hauser Sanitär AG";"Bahnhofstrasse";"22";"CH";"8810";"Horgen";"";""
"I00002521";"Ramseier Belp AG";"Aemmenmattstrasse";"8";"CH";"3123";"Belp";"";""
"I00002522";"Podhradsky AG";"Feldeggstrasse";"5";"CH";"9113";"Degersheim";"71 3711011";""
"I00002523";"Gaggioli Haustechnik";"inneri Haupfstrasse";"";"CH";"3718";"Kandersteg";"33 6758121";""
"I00002524";"Zanotta GmbH";"Lichsenweg";"2";"CH";"4125";"Riehen";"061 641 00 61";"061 641 55 80"
"I00002525";"Walther Sanitäre";"Schützenweg";"18";"CH";"3294";"Büren an der Aare";"032 351 35 50";"032 351 35 02"
"I00002526";"Bürgin Paul AG";"Oberemattstrasse";"33";"CH";"4133";"Pratteln";"061 821 51 51";"061 823 93 13"
"I00002527";"Schäppi+Meier AG";"";"";"CH";"";"Bassersdorf";"";""
"I00002528";"Ino-Bau Gmbh";"";"";"CH";"";"Wollerau";"";""
"I00002529";"Martin Locher";"Dielenbergweg";"12";"CH";"4436";"Oberdorf";"061 963 95 18";"061 963 95 19"
"I00002530";"Sanitär Krucker AG";"Büelacherweg";"2";"CH";"8306";"Brüttisellen";"044 833 35 33";"044 833 53 35"
"I00002531";"Bad-Ideen Cortese";"Bachwiesenstrasse";"110";"CH";"8047";"Zürich";"044 430 20 40";"044 430 20 42"
"I00002532";"Atel Gebäudetechnik AG";"Hohlstrasse";"188";"CH";"8004";"Zürich";"044 432 32 12";"044 432 33 88"
"I00002533";"bruno Weidmann";"Regensbergerstrasse";"27";"CH";"8162";"Suenikon-Steinmaur";"44 8530605";""
"I00002534";"Comet-Wärmetechnik AG";"Hünikerstrasse";"2";"CH";"8444";"Henggart";"052 316 13 40";"052 316 26 52"
"I00002535";"Tobler";"Hauptstrasse";"42";"CH";"9552";"Bronschhofen";"";""
"I00002536";"Maurizio Marcato";"Via Mirandola";"27";"CH";"37050";"Verona";"";""
"I00002537";"Frei GmbH";"Zürcherstrasse";"59";"CH";"5400";"Baden";"056 223 32 42";"056 223 20 20"
"I00002538";"Christinat+Courtine SNC";"ch. St-Hubert";"33";"CH";"1950";"Sion";"27 3221782";"27 3221966"
"I00002539";"W. Spiess AG";"Erlenweg";"2";"CH";"3715";"Adelboden";"33 6731435";""
"I00002540";"Lambrechts N.V";"Geleenlaan";"2";"NL";"3600";"Genk";"";""
"I00002541";"Adrian Etter";"Seglias";"115";"CH";"7504";"Pontresina";"81 8427852";""
"I00002542";"Marzolo + Partner AG";"Florastrasse";"39";"CH";"8610";"Uster";"";""
"I00002543";"Pfister Heizungs-+Sanitärtechnik";"Hagmen";"";"CH";"8856";"Tuggen";"+41 554451279";""
"I00002544";"BayWa AG";"Glenderstrasse";"11";"DE";"96450";"Coburg";"";""
"I00002545";"Glaner Haustechnik AG";"Fabrikstrasse";"6";"CH";"8755";"Ennenda";"+41 55 6502772";""
"I00002546";"Hans Brühwiler";"Pestalozzistrasse";"22";"CH";"8570";"Weinfelden";"+41 622 30 43";""
"I00002547";"Schönenberger";"Wilerstrasse";"30";"CH";"9536";"Schwarzenbach";"";""
"I00002548";"J Caviezel AG";"Lain";"";"CH";"7082";"Vaz/Obervaz";"";""
"I00002549";"Bernhard Cathomen";"Crest";"92";"CH";"7031";"Laax";"";""
"I00002550";"Schmelmer Werner";"Bogenerstrasse";"11";"DE";"94379";"St. Englmar";"996584080";""
"I00002551";"Atel AG";"Neufeldstrasse";"5 a";"CH";"3076";"Worb";"";""
"I00002552";"Parolini";"Via Da Maria";"";"CH";"7742";"Poschiavo";"";""
"I00002553";"Objekt";"Mühlerain";"15";"CH";"8908";"Hedingen";"";""
"I00002554";"Markus Dettwiler";"Im Schänzli";"103a";"CH";"4132";"Muttenz";"";""
"I00002555";"Meusert GmbH";"Ph.-Reis-Strasse";"4";"DE";"97437";"Hassfurt";"952194330";""
"I00002556";"M + M Sanitärinstallation GmbH";"Lanzstrasse";"7A";"DE";"68794";"Oberhausen-Rheinhausen";"7254950240";"7254950241"
"I00002557";"Rietzel Wolfgang";"Schlupfinger Strasse";"2";"DE";"94060";"Pocking";"1711607085";"8531510752"
"I00002558";"Weigerstorfer GmbH";"Ahornöderstrasse";"9-13";"DE";"94078";"Freyung";"";""
"I00002559";"Beer Karl";"Lappersdorfstrasse";"30";"DE";"93059";"Regensburg";"";""
"I00002560";"Menzi Guido";"Rumlikerstrasse";"1";"CH";"8320";"Fehraltorf";"0794325238";""
"I00002561";"Gottschalk Bad + Wärme";"Freisingerstrasse";"6";"DE";"86551";"Aichach";"";""
"I00002562";"Brüesch AG";"Insel";"";"CH";"7075";"Churwalden";"+41 813821655";"+41 813821893"
"I00002563";"Meyer GmbH";"Gewerbepark";"16";"DE";"93333";"Neustadt a.d.Donau";"9445 97 02 70";""
"I00002564";"Arag Immobilien";"Lindenstrasse";"2";"CH";"6000";"Luzern";"";""
"I00002565";"Ralf Hardung";"Bochumerstrasse";"15";"DE";"68723";"Schwetzingen";"";""
"I00002566";"Caderas Christian";"Pardanal";"";"CH";"7031";"Laax";"819215033";""
"I00002567";"Axima SA";"Chemin de la Courtine";"26";"CH";"2740";"Moutier";"324933727";"324933227"
"I00002568";"Jens Meissner";"Altmühlstrasse";"50";"DE";"06846";"Dessau";"";""
"I00002569";"SaniCom-Nord Dienstleistungen";"Moorflagen";"38f";"DE";"22455";"Hamburg";"";""
"I00002570";"Willi Walder";"Chlupfstrasse";"7";"CH";"8165";"Schoefflisdorf";"";""
"I00002571";"Reinshagen + Schröder";"Carolineglückstrasse";"26";"DE";"44793";"Bochum";"";""
"I00002572";"Zeh Thomas";"Lutherstrasse";"3";"DE";"96515";"Sonneberg";"";""
"I00002573";"Roche Pharma AG";"Schönmattstrasse";"2";"CH";"4153";"Reinach";"";""
"I00002574";"Brander AG";"Tramstrasse";"5";"CH";"9442";"Berneck";"";""
"I00002575";"Puma Calor Sagl";"Via Pico";"";"CH";"6976";"Castagnola";"";""
"I00002576";"Bad-Tech";"Blumenstrasse";"13";"CH";"9403";"Goldach";"";""
"I00002577";"Nani Claudio";"Trouch Provicel";"3";"CH";"7505";"Celerina";"81 834488";""
"I00002578";"Alpiqu Intec Ost AG";"via Teglatscha";"24";"CH";"7500";"St. Moritz";"81 830 02 12";""
"I00002579";"Caseri";"Entlisbergstrasse";"4";"CH";"8038";"Zürich";"";""
"I00002580";"Andreas Moehr GmbH";"Bahnhofstrasse";"33";"CH";"8703";"Erlenbach";"";""
"I00002581";"Duffey SA";"Le Sapex";"25";"CH";"1637";"Charmey";"";""
"I00002582";"David Bacciarini";"Via Geretta";"3";"CH";"6500";"Bellinzona";"91 825 08 87";""
"I00002583";"Andreas Moehr GmbH";"Bahnhofstrasse";"33";"CH";"8703";"Erlenbach";"";""
"I00002584";"Caric";"Lischenstrasse";"8";"CH";"6030";"Ebikon";"";""
"I00002585";"Amacher Walter Architekten AG";"Anhöhe";"";"CH";"3852";"Ringgenberg";"";""
"I00002586";"Armon Gerber";"Kronenwis";"22";"CH";"8864";"Reichenburg";"";""
"I00002587";"Möhr GmbH";"Bahnhofstrasse";"33";"CH";"8703";"Erlenbach";"";""
"I00002588";"Baustelle";"Rautistrasse";"134";"CH";"8048";"Zürich";"";""
"I00002589";"Sanitäre Anlagen Osterwalder";"Degersheimerstrasse";"40";"CH";"9230";"Flawil";"";""
"I00002590";"Elektro Akermann AG";"Bachstrasse";"11";"CH";"9008";"St. Gallen";"";""
"I00002591";"Richter+Frenzel GmbH";"Markircherstrasse";"25";"CH";"68229";"Mannheim";"";""
"I00002592";"Jean-Louis Frei";"Montagu";"13";"CH";"2520";"La Neuveville";"";""
"I00002593";"Patusi";"Im Chruez";"Haus 11";"CH";"5413";"Birmenstorf";"76 380 31 13";""
"I00002594";"Clement Roselyne";"Rue du Port";"6";"CH";"1815";"Clarens";"";""
"I00002595";"Elektro Kremer";"Hauptstrasse";"17";"DE";"54533";"Eisenschmitt";"";""
"I00002596";"Goedecke";"Radenbachweg";"2";"DE";"21274";"Undeloh";"";""
"I00002597";"JC Service";"Chaussée Treycovagnes";"15";"CH";"1400";"Yverdon-Les-Bains";"";""
"I00002598";"Hugo Appel";"An der Eselshaut";"41";"DE";"67435";"Neustadt";"";""
"I00002599";"Firma KHS";"Dorfstrasse";"4";"DE";"85551";"Kirchheim";"";""
"I00002600";"EMS les mouilles";"Route de chancy";"77";"CH";"1212";"Grand Lancy";"79 403 95 11";""
"I00002601";"Neyses Matthias u. Radelli Andreas";"Hauptstrasse";"6";"DE";"55437";"Appenheim";"";""
"I00002602";"Kläger AG";"Flurstrasse";"29";"CH";"3014";"Bern";"";""
"I00002603";"Xaver Meyer";"Steinlingerstrasse";"7";"DE";"92283";"Lauterhofen";"";""
"I00002604";"Fredy Vögeli";"Weiacherstrasse";"58";"CH";"8422";"Pfungen";"";""
"I00002605";"Werner Rutz & CO.";"Brunaustrasse";"200";"CH";"8951";"Fahrweid";"";""
"I00002606";"Franconi + Grob AG";"Aegertenstrasse";"5";"CH";"2503";"Biel / Bienne";"78 675 97 99";""
"I00002607";"Meyer Xaver";"Steinlingerstrasse";"7";"DE";"92283";"Lauterhofen";"";""
"I00002608";"Nerlich & Lesser";"Industriestrasse";"1 - 3";"DE";"12099";"Berlin";"";""
"I00002609";"Frank Dux";"Bayernstrasse";"2";"DE";"44793";"Bochum";"";""
"I00002610";"Haus des Bades";"im Entenbad";"16";"DE";"79541";"Lörrach";"";""
"I00002611";"Germinario Domenico";"Neuquartierstrasse";"22";"CH";"4562";"Biberist";"";""
"I00002612";"Willi Haustechnik";"Via Nova";"3";"CH";"7017";"Flims";"";""
"I00002613";"Gindre & Fils SA";"Sauvage";"5";"CH";"1219";"Chatelaine";"";""
"I00002614";"Niedermann AG";"Langgasse";"53";"CH";"6340";"Baar";"41 766 13 13";""
"I00002615";"Bagar Werbung & Design";"Carl-von-Linde-Strasse";"4b";"DE";"85748";"Garching - Hochbrück";"";""
"I00002616";"Keller Heinrich Söhne";"Dorfstrasse";"68";"CH";"8192";"Glattfelden";"";""
"I00002617";"Sanitas Troesch AG";"Kägenhofweg";"4";"CH";"4153";"Reinach";"";""
"I00002618";"Aschenbrenner GmbH";"Ahornstrasse";"4 a";"DE";"84051";"Ohu-Oberarhain";"";""
